abilities,name,pokedex_number,japanese_name,type1,type2,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,base_egg_steps,base_happiness,weight_kg,capture_rate,classfication,experience_growth,height_m,base_total,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,stage
"['Effect Spore', 'Regenerator']",Amoonguss,591,Morobareruモロバレル,grass,poison,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,5120,70,10.5,75,Mushroom Pokémon,1000000,0.6,464,114,85,70,85,80,30,5,0,1
"['Water Absorb', 'Cursed Body', 'Damp']",Frillish,592,Pururillプルリル,water,ghost,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,50,5120,70,33,190,Floating Pokémon,1000000,1.2,335,55,40,50,65,85,40,5,0,0
"['Water Absorb', 'Cursed Body', 'Damp']",Jellicent,593,Burungelブルンゲル,water,ghost,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,50,5120,70,135,60,Floating Pokémon,1000000,2.2,480,100,60,70,85,105,60,5,0,1
"['Healer', 'Hydration', 'Regenerator']",Alomomola,594,Mamanbouママンボウ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,10240,70,31.6,75,Caring Pokémon,800000,1.2,470,165,75,80,40,45,65,5,0,0
"['Compoundeyes', 'Unnerve', 'Swarm']",Joltik,595,Bachuruバチュル,bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,5120,70,0.6,190,Attaching Pokémon,1000000,0.1,319,50,47,50,57,50,65,5,0,0
"['Compoundeyes', 'Unnerve', 'Swarm']",Galvantula,596,Dentulaデンチュラ,bug,electric,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,5120,70,14.3,75,EleSpider Pokémon,1000000,0.8,472,70,77,60,97,60,108,5,0,1
['Iron Barbs'],Ferroseed,597,Tesseedテッシード,grass,steel,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,5120,70,18.8,255,Thorn Seed Pokémon,1000000,0.6,305,44,50,91,24,86,10,5,0,0
"['Iron Barbs', 'Anticipation']",Ferrothorn,598,Nutreyナットレイ,grass,steel,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,5120,70,110,90,Thorn Pod Pokémon,1000000,1,489,74,94,131,54,116,20,5,0,1
"['Plus', 'Minus', 'Clear Body']",Klink,599,Giaruギアル,steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,5120,70,21,130,Gear Pokémon,1059860,0.3,300,40,55,70,45,60,30,5,0,0
"['Plus', 'Minus', 'Clear Body']",Klang,600,Gigiaruギギアル,steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,5120,70,51,60,Gear Pokémon,1059860,0.6,440,60,80,95,70,85,50,5,0,1
"['Plus', 'Minus', 'Clear Body']",Klinklang,601,Gigigiaruギギギアル,steel,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,,5120,70,81,30,Gear Pokémon,1059860,0.6,520,60,100,115,70,85,90,5,0,2
['Levitate'],Tynamo,602,Shibishirasuシビシラス,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,0.3,190,EleFish Pokémon,1250000,0.2,275,35,55,40,45,40,60,5,0,0
['Levitate'],Eelektrik,603,Shibibeelシビビール,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,22,60,EleFish Pokémon,1250000,1.2,405,65,85,70,75,70,40,5,0,1
['Levitate'],Eelektross,604,Shibirudonシビルドン,electric,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,80.5,30,EleFish Pokémon,1250000,2.1,515,85,115,80,105,80,50,5,0,2
"['Telepathy', 'Synchronize', 'Analytic']",Elgyem,605,Ligrayリグレー,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,9,255,Cerebral Pokémon,1000000,0.5,335,55,55,55,85,55,30,5,0,0
"['Telepathy', 'Synchronize', 'Analytic']",Beheeyem,606,Ohbemオーベム,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,34.5,90,Cerebral Pokémon,1000000,1,485,75,75,75,125,95,40,5,0,1
"['Flash Fire', 'Flame Body', 'Infiltrator']",Litwick,607,Hitomoshiヒトモシ,ghost,fire,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,50,5120,70,3.1,190,Candle Pokémon,1059860,0.3,275,50,30,55,65,55,20,5,0,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",Lampent,608,Lamplerランプラー,ghost,fire,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,50,5120,70,13,90,Lamp Pokémon,1059860,0.6,370,60,40,60,95,60,55,5,0,1
"['Flash Fire', 'Flame Body', 'Infiltrator']",Chandelure,609,Chandelaシャンデラ,ghost,fire,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,50,5120,70,34.3,45,Luring Pokémon,1059860,1,520,60,55,90,145,90,80,5,0,2
"['Rivalry', 'Mold Breaker', 'Unnerve']",Axew,610,Kibagoキバゴ,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,18,75,Tusk Pokémon,1250000,0.6,320,46,87,60,30,40,57,5,0,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",Fraxure,611,Onondoオノンド,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,36,60,Axe Jaw Pokémon,1250000,1,410,66,117,70,40,50,67,5,0,1
"['Rivalry', 'Mold Breaker', 'Unnerve']",Haxorus,612,Ononokusオノノクス,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,105.5,45,Axe Jaw Pokémon,1250000,1.8,540,76,147,90,60,70,97,5,0,2
"['Snow Cloak', 'Slush Rush', 'Rattled']",Cubchoo,613,Kumasyunクマシュン,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,8.5,120,Chill Pokémon,1000000,0.5,305,55,70,40,60,40,40,5,0,0
"['Snow Cloak', 'Slush Rush', 'Swift Swim']",Beartic,614,Tunbearツンベアー,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,260,60,Freezing Pokémon,1000000,2.6,505,95,130,80,70,80,50,5,0,1
['Levitate'],Cryogonal,615,Freegeoフリージオ,ice,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,,6400,70,148,25,Crystallizing Pokémon,1000000,1.1,515,80,50,50,95,135,105,5,0,0
"['Hydration', 'Shell Armor', 'Overcoat']",Shelmet,616,Chobomakiチョボマキ,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,3840,70,7.7,200,Snail Pokémon,1000000,0.4,305,50,40,85,40,65,25,5,0,0
"['Hydration', 'Sticky Hold', 'Unburden']",Accelgor,617,Agilderアギルダー,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,3840,70,25.3,75,Shell Out Pokémon,1000000,0.8,495,80,70,40,100,60,145,5,0,1
"['Static', 'Limber', 'Sand Veil']",Stunfisk,618,Maggyoマッギョ,ground,electric,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,50,5120,70,11,75,Trap Pokémon,1000000,0.7,471,109,66,84,81,99,32,5,0,0
"['Inner Focus', 'Regenerator', 'Reckless']",Mienfoo,619,Kojofuコジョフー,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,6400,70,20,180,Martial Arts Pokémon,1059860,0.9,350,45,85,50,55,50,65,5,0,0
"['Inner Focus', 'Regenerator', 'Reckless']",Mienshao,620,Kojondoコジョンド,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,6400,70,35.5,45,Martial Arts Pokémon,1059860,1.4,510,65,125,60,95,60,105,5,0,1
"['Rough Skin', 'Sheer Force', 'Mold Breaker']",Druddigon,621,Crimganクリムガン,dragon,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,7680,70,139,45,Cave Pokémon,1000000,1.6,485,77,120,90,60,90,48,5,0,0
"['Iron Fist', 'Klutz', 'No Guard']",Golett,622,Gobitゴビット,ground,ghost,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,,6400,70,92,190,Automaton Pokémon,1000000,1,303,59,74,50,35,50,35,5,0,0
"['Iron Fist', 'Klutz', 'No Guard']",Golurk,623,Goloogゴルーグ,ground,ghost,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,,6400,70,330,90,Automaton Pokémon,1000000,2.8,483,89,124,80,55,80,55,5,0,1
"['Defiant', 'Inner Focus', 'Pressure']",Pawniard,624,Komatanaコマタナ,dark,steel,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,50,5120,35,10.2,120,Sharp Blade Pokémon,1000000,0.5,340,45,85,70,40,40,60,5,0,0
"['Defiant', 'Inner Focus', 'Pressure']",Bisharp,625,Kirikizanキリキザン,dark,steel,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,50,5120,35,70,45,Sword Blade Pokémon,1000000,1.6,490,65,125,100,60,70,70,5,0,1
"['Reckless', 'Sap Sipper', 'Soundproof']",Bouffalant,626,Buffronバッフロン,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,70,94.6,45,Bash Buffalo Pokémon,1000000,1.6,490,95,110,95,40,95,55,5,0,0
"['Keen Eye', 'Sheer Force', 'Hustle']",Rufflet,627,Washibonワシボン,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,100,5120,70,10.5,190,Eaglet Pokémon,1250000,0.5,350,70,83,50,37,50,60,5,0,0
"['Keen Eye', 'Sheer Force', 'Defiant']",Braviary,628,Warrgleウォーグル,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,100,5120,70,41,60,Valiant Pokémon,1250000,1.5,510,100,123,75,57,75,80,5,0,1
"['Big Pecks', 'Overcoat', 'Weak Armor']",Vullaby,629,Valchaiバルチャイ,dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,0,5120,35,9,190,Diapered Pokémon,1250000,0.5,370,70,55,75,45,65,60,5,0,0
"['Big Pecks', 'Overcoat', 'Weak Armor']",Mandibuzz,630,Vulginaバルジーナ,dark,flying,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,0,5120,35,39.5,60,Bone Vulture Pokémon,1250000,1.2,510,110,65,105,55,95,80,5,0,1
"['Gluttony', 'Flash Fire', 'White Smoke']",Heatmor,631,Kuitaranクイタラン,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,58,90,Anteater Pokémon,1000000,1.4,484,85,97,66,105,66,65,5,0,0
"['Swarm', 'Hustle', 'Truant']",Durant,632,Aiantアイアント,bug,steel,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,50,5120,70,33,90,Iron Ant Pokémon,1000000,0.3,484,58,109,112,48,48,109,5,0,0
['Hustle'],Deino,633,Monozuモノズ,dark,dragon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,50,10240,35,17.3,45,Irate Pokémon,1250000,0.8,300,52,65,50,45,50,38,5,0,0
['Hustle'],Zweilous,634,Diheadジヘッド,dark,dragon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,50,10240,35,50,45,Hostile Pokémon,1250000,1.4,420,72,85,70,65,70,58,5,0,1
['Levitate'],Hydreigon,635,Sazandoraサザンドラ,dark,dragon,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,50,10240,35,160,45,Brutal Pokémon,1250000,1.8,600,92,105,90,125,90,98,5,0,2
"['Flame Body', 'Swarm']",Larvesta,636,Merlarvaメラルバ,bug,fire,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,50,10240,70,28.8,45,Torch Pokémon,1250000,1.1,360,55,85,55,50,55,60,5,0,0
"['Flame Body', 'Swarm']",Volcarona,637,Ulgamothウルガモス,bug,fire,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,50,10240,70,46,15,Sun Pokémon,1250000,1.6,550,85,60,65,135,105,100,5,0,1
['Justified'],Cobalion,638,Cobalonコバルオン,steel,fighting,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,,20480,35,250,3,Iron Will Pokémon,1250000,2.1,580,91,90,129,90,72,108,5,1,0
['Justified'],Terrakion,639,Terrakionテラキオン,rock,fighting,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,,20480,35,260,3,Cavern Pokémon,1250000,1.9,580,91,129,90,72,90,108,5,1,0
['Justified'],Virizion,640,Virizionビリジオン,grass,fighting,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,,20480,35,200,3,Grassland Pokémon,1250000,2,580,91,90,72,90,129,108,5,1,0
"['Prankster', 'Defiant', 'Regenerator']",Tornadus,641,Tornelos (keshin Forme)トルネロス,flying,,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,100,30720,90,63,3,Cyclone Pokémon,1250000,1.5,580,79,100,80,110,90,121,5,1,0
"['Prankster', 'Defiant', 'Volt Absorb']",Thundurus,642,Voltolos (keshin Forme)ボルトロス,electric,flying,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,100,30720,90,61,3,Bolt Strike Pokémon,1250000,1.5,580,79,105,70,145,80,101,5,1,0
['Turboblaze'],Reshiram,643,Reshiramレシラム,dragon,fire,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,,30720,0,330,3,Vast White Pokémon,1250000,3.2,680,100,120,100,150,120,90,5,1,0
['Teravolt'],Zekrom,644,Zekromゼクロム,dragon,electric,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,,30720,0,345,3,Deep Black Pokémon,1250000,2.9,680,100,150,120,120,100,90,5,1,0
"['Sand Force', 'Sheer Force', 'Intimidate']",Landorus,645,Landlos (keshin Forme)ランドロス,ground,flying,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,100,30720,90,68,3,Abundance Pokémon,1250000,1.5,600,89,145,90,105,80,91,5,1,0
"['Pressure', 'Teravolt', 'Turboblaze']",Kyurem,646,Kyuremキュレム,dragon,ice,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,,30720,0,325,3,Boundary Pokémon,1250000,3,700,125,120,90,170,100,95,5,1,0
['Justified'],Keldeo,647,Keldeo (itsumo No Sugata)ケルディオ,water,fighting,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,,20480,35,48.5,3,Colt Pokémon,1250000,1.4,580,91,72,90,129,90,108,5,1,0
['Serene Grace'],Meloetta,648,Meloetta (step Forme)メロエッタ,normal,psychic,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,,30720,100,6.5,3,Melody Pokémon,1250000,0.6,600,100,128,90,77,77,128,5,1,0
['Download'],Genesect,649,Genesectゲノセクト,bug,steel,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,,30720,0,82.5,3,Paleozoic Pokémon,1250000,1.5,600,71,120,95,120,95,99,5,1,0
"['Overgrow', 'Bulletproof']",Chespin,650,Harimaronハリマロン,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,5120,70,9,45,Spiky Nut Pokémon,1059860,0.4,313,56,61,65,48,45,38,6,0,0
"['Overgrow', 'Bulletproof']",Quilladin,651,Hariborgハリボーグ,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,5120,70,29,45,Spiny Armor Pokémon,1059860,0.7,405,61,78,95,56,58,57,6,0,1
"['Overgrow', 'Bulletproof']",Chesnaught,652,Brigarronブリガロン,grass,fighting,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,88.1,5120,70,90,45,Spiny Armor Pokémon,1059860,1.6,530,88,107,122,74,75,64,6,0,2
"['Blaze', 'Magician']",Fennekin,653,Fokkoフォッコ,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,5120,70,9.4,45,Fox Pokémon,1059860,0.4,307,40,45,40,62,60,60,6,0,0
"['Blaze', 'Magician']",Braixen,654,Tairenarテールナー,fire,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,5120,70,14.5,45,Fox Pokémon,1059860,1,409,59,59,58,90,70,73,6,0,1
"['Blaze', 'Magician']",Delphox,655,Mahoxyマフォクシー,fire,psychic,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,88.1,5120,70,39,45,Fox Pokémon,1059860,1.5,534,75,69,72,114,100,104,6,0,2
"['Torrent', 'Protean']",Froakie,656,Keromatsuケロマツ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,5120,70,7,45,Bubble Frog Pokémon,1059860,0.3,314,41,56,40,62,44,71,6,0,0
"['Torrent', 'Protean']",Frogadier,657,Gekogashiraゲコガシラ,water,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,5120,70,10.9,45,Bubble Frog Pokémon,1059860,0.6,405,54,63,52,83,56,97,6,0,1
"['Torrent', 'Protean', 'Battle Bond']",Greninja,658,Gekkougaゲッコウガ,water,dark,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,88.1,5120,70,40,45,Ninja Pokémon,1059860,1.5,640,72,145,67,153,71,132,6,0,2
"['Pickup', 'Cheek Pouch', 'Huge Power']",Bunnelby,659,Horubeeホルビー,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,5,255,Digging Pokémon,1000000,0.4,237,38,36,38,32,36,57,6,0,0
"['Pickup', 'Cheek Pouch', 'Huge Power']",Diggersby,660,Horudoホルード,normal,ground,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,50,3840,70,42.4,127,Digging Pokémon,1000000,1,423,85,56,77,50,77,78,6,0,1
"['Big Pecks', 'Gale Wings']",Fletchling,661,Yayakomaヤヤコマ,normal,flying,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,1.7,255,Tiny Robin Pokémon,1059860,0.3,278,45,50,43,40,38,62,6,0,0
"['Flame Body', 'Gale Wings']",Fletchinder,662,Hinoyakomaヒノヤコマ,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,50,3840,70,16,120,Ember Pokémon,1059860,0.7,382,62,73,55,56,52,84,6,0,1
"['Flame Body', 'Gale Wings']",Talonflame,663,Fiarrowファイアロー,fire,flying,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,50,3840,70,24.5,45,Scorching Pokémon,1059860,1.2,499,78,81,71,74,69,126,6,0,2
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scatterbug,664,Kofukimushiコフキムシ,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,3840,70,2.5,255,Scatterdust Pokémon,1000000,0.3,200,38,35,40,27,25,35,6,0,0
"['Shed Skin', 'Friend Guard']",Spewpa,665,Kofuuraiコフーライ,bug,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,3840,70,8.4,120,Scatterdust Pokémon,1000000,0.3,213,45,22,60,27,30,29,6,0,1
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Vivillon,666,Viviyonビビヨン,bug,flying,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,50,3840,70,17,45,Scale Pokémon,1000000,1.2,411,80,52,50,90,50,89,6,0,2
"['Rivalry', 'Unnerve', 'Moxie']",Litleo,667,Shishikoシシコ,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,11.2,5120,70,13.5,220,Lion Cub Pokémon,1059860,0.6,369,62,50,58,73,54,72,6,0,0
"['Rivalry', 'Unnerve', 'Moxie']",Pyroar,668,Kaenjishiカエンジシ,fire,normal,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,11.2,5120,70,81.5,65,Royal Pokémon,1059860,1.5,507,86,68,72,109,66,106,6,0,1
"['Flower Veil', 'Symbiosis']",Flabébé,669,Flabebeフラベベ,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,0,5120,70,0.1,225,Single Bloom Pokémon,1000000,0.1,303,44,38,39,61,79,42,6,0,0
"['Flower Veil', 'Symbiosis']",Floette,670,Floetteフラエッテ,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,0,5120,70,0.9,120,Fairy Pokémon,1000000,0.2,551,74,65,67,125,128,92,6,0,1
"['Flower Veil', 'Symbiosis']",Florges,671,Florgesフラージェス,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,0,5120,70,10,45,Garden Pokémon,1000000,1.1,552,78,65,68,112,154,75,6,0,2
"['Sap Sipper', 'Grass Pelt']",Skiddo,672,Meecleメェークル,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,70,31,200,Mount Pokémon,1000000,0.9,350,66,65,48,62,57,52,6,0,0
"['Sap Sipper', 'Grass Pelt']",Gogoat,673,Gogoatゴーゴート,grass,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,5120,70,91,45,Mount Pokémon,1000000,1.7,531,123,100,62,97,81,68,6,0,1
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pancham,674,Yanchamヤンチャム,fighting,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,50,6400,70,8,220,Playful Pokémon,1000000,0.6,348,67,82,62,46,48,43,6,0,0
"['Iron Fist', 'Mold Breaker', 'Scrappy']",Pangoro,675,Gorondaゴロンダ,fighting,dark,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,50,6400,70,136,65,Daunting Pokémon,1000000,2.1,495,95,124,78,69,71,58,6,0,1
['Fur Coat'],Furfrou,676,Trimmienトリミアン,normal,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,5120,70,28,160,Poodle Pokémon,1000000,1.2,472,75,80,60,65,90,102,6,0,0
"['Keen Eye', 'Infiltrator', 'Own Tempo']",Espurr,677,Nyasperニャスパー,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,3.5,190,Restraint Pokémon,1000000,0.3,355,62,48,54,63,60,68,6,0,0
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",Meowstic,678,Nyaonixニャオニクス,psychic,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,5120,70,8.5,75,Constraint Pokémon,1000000,0.6,466,74,48,76,83,81,104,6,0,1
['No Guard'],Honedge,679,Hitotsukiヒトツキ,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,50,5120,70,2,180,Sword Pokémon,1000000,0.8,325,45,80,100,35,37,28,6,0,0
['No Guard'],Doublade,680,Nidangillニダンギル,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,50,5120,70,4.5,90,Sword Pokémon,1000000,0.8,448,59,110,150,45,49,35,6,0,1
['Stance Change'],Aegislash,681,Gillgardギルガルド,steel,ghost,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,50,5120,70,53,45,Royal Sword Pokémon,1000000,1.7,520,60,150,50,150,50,60,6,0,2
"['Healer', 'Aroma Veil']",Spritzee,682,Shushupuシュシュプ,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,5120,70,0.5,200,Perfume Pokémon,1000000,0.2,341,78,52,60,63,65,23,6,0,0
"['Healer', 'Aroma Veil']",Aromatisse,683,Frefuwanフレフワン,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,5120,70,15.5,140,Fragrance Pokémon,1000000,0.8,462,101,72,72,99,89,29,6,0,1
"['Sweet Veil', 'Unburden']",Swirlix,684,Peroppafuペロッパフ,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,5120,70,3.5,200,Cotton Candy Pokémon,1000000,0.4,341,62,48,66,59,57,49,6,0,0
"['Sweet Veil', 'Unburden']",Slurpuff,685,Peroreamペロリーム,fairy,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,50,5120,70,5,140,Meringue Pokémon,1000000,0.8,480,82,80,86,85,75,72,6,0,1
"['Contrary', 'Suction Cups', 'Infiltrator']",Inkay,686,Maaiikaマーイーカ,dark,psychic,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,50,5120,70,3.5,190,Revolving Pokémon,1000000,0.4,288,53,54,53,37,46,45,6,0,0
"['Contrary', 'Suction Cups', 'Infiltrator']",Malamar,687,Calamaneroカラマネロ,dark,psychic,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,50,5120,70,47,80,Overturning Pokémon,1000000,1.5,482,86,92,88,68,75,73,6,0,1
"['Tough Claws', 'Sniper', 'Pickpocket']",Binacle,688,Kameteteカメテテ,rock,water,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,50,5120,70,31,120,Two-Handed Pokémon,1000000,0.5,306,42,52,67,39,56,50,6,0,0
